32331 11 1.79228 0.488089 -1.48642 1.6848 0.587115 -1.27812
32331 11 1.6848 0.587115 -1.27812 1.4441 0.964082 -1.35189
32331 11 1.4441 0.964082 -1.35189 1.33081 0.915676 -1.04108
32331 11 1.33081 0.915676 -1.04108 1.29881 0.952385 -0.965858
32331 11 1.29881 0.952385 -0.965858 1.29667 0.94822 -0.964446
32331 22 1.29881 0.952385 -0.965858 0.576436 -2.9441 -0.0691027
32331 22 0.576436 -2.9441 -0.0691027 0.520771 -3.24436 1.11022e-16
32331 22 0.520771 -3.24436 1.11022e-16 0.440217 -3.67887 0.1
32331 22 0.440217 -3.67887 0.1 -0.768096 -10.1965 1.6
32331 22 -0.768096 -10.1965 1.6 -0.79629 -10.3486 1.635
32331 22 -0.79629 -10.3486 1.635 -8.04617 -49.4544 10.635
32331 22 -8.04617 -49.4544 10.635 -8.07436 -49.6065 10.67
32331 22 -8.07436 -49.6065 10.67 -9.28268 -56.1241 12.17
32331 22 -9.28268 -56.1241 12.17 -17.3381 -99.575 22.17
32331 22 -17.3381 -99.575 22.17 -18.5464 -106.093 23.67
32331 22 -18.5464 -106.093 23.67 -18.5608 -106.17 23.6879
32331 22 -18.5608 -106.17 23.6879 -18.6804 -106.284 23.67
32331 22 -18.6804 -106.284 23.67 -28.6895 -115.819 22.17
32331 22 -28.6895 -115.819 22.17 -95.417 -179.386 12.17
32331 22 -95.417 -179.386 12.17 -105.426 -188.921 10.67
32331 22 -105.426 -188.921 10.67 -105.66 -189.144 10.635
32331 22 -105.66 -189.144 10.635 -165.714 -246.354 1.635
32331 22 -165.714 -246.354 1.635 -165.767 -246.404 1.62719
32331 22 -165.767 -246.404 1.62719 -165.78 -246.424 1.635
32331 22 -165.78 -246.424 1.635 -167.445 -248.922 2.58777
32331 22 -167.445 -248.922 2.58777 -234.799 -350 41.1411
32331 11 -165.767 -246.404 1.62719 -165.767 -246.404 1.62643
32331 11 -18.5608 -106.17 23.6879 -18.5654 -106.177 23.697
32331 11 -18.5654 -106.177 23.697 -18.5652 -106.174 23.699
32331 11 -18.5652 -106.174 23.699 -18.5664 -106.17 23.6985
32331 11 -18.5664 -106.17 23.6985 -18.5701 -106.171 23.6976
32331 11 -18.5701 -106.171 23.6976 -18.5701 -106.173 23.6977
32331 11 -18.5701 -106.173 23.6977 -18.57 -106.173 23.6979
61763 11 0.87061 0.146815 -0.716483 0.688694 0.242877 -0.751142
61763 11 0.688694 0.242877 -0.751142 0.504003 0.32091 -0.720693
61763 11 0.504003 0.32091 -0.720693 0.292529 0.356689 -0.647028
61763 11 0.292529 0.356689 -0.647028 0.04135 0.321911 -0.468922
61763 11 0.04135 0.321911 -0.468922 -0.164618 0.278395 -0.375346
61763 11 -0.164618 0.278395 -0.375346 -0.320919 0.290251 -0.271127
61763 11 -0.320919 0.290251 -0.271127 -0.484616 0.231919 -0.282546
61763 11 -0.484616 0.231919 -0.282546 -0.644158 0.298778 -0.156501
